name,state,description,website,donation_url,logo_url,issues
Faith in Action,,"A multi-faith, multiracial network that unites people to transform communities. Formerly known at the PICO Network, it supports grassroots organizing equipping the network of organizations by training leaders most impacted to fight racism and make society more equitable. They are helping people of faith lead successful legislative campaigns, hold corporations accountable, pass ballot initiatives, and increase voter turnout. Local federations have won victories in areas of affordable housing, equitable education, public safety, immigrant justice, healthcare, and more. Today, Faith in Action has 45 affiliated federations working in 200 cities and towns and 21 states.",https://faithinaction.org/,,https://wp.movement.vote/wp-content/uploads/faithinaction-250x250.jpeg,"Economic Justice, End Mass Criminalization, Healthcare, Immigrant Rights, Religious Freedom, Voting Rights"
Free Speech for People,,Free Speech for the People is a key player in the movement to overturn Citizens United. Through legal advocacy and public pressure they have been instrumental in the fight to get big money out of politics as well as tackling the ideology that says corporations are people. They’re also now challenging the Trump Organization’s corporate takeover of the US government.,https://freespeechforpeople.org,,https://wp.movement.vote/wp-content/uploads/FreeSpeechForPeople-logo-250x250.jpg,Voting Rights
Grassroots Global Justice Alliance,,"The Grassroots Global Justice Alliance weaves together organizers and organizations from working class communities, poor communities and communities of color to build the capacity of a movement for peace, democracy and a sustainable world. They are currently working on issues of climate justice, gender justice, militarization, and just transition, and are active in forming people’s assemblies, congresses, delegations, and caravans to advance the vision and work.",http://ggjalliance.org/,,https://wp.movement.vote/wp-content/uploads/GrassrootsGlobalJA-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice, Voting Rights"
Hand in Hand,,"A national network of employers of nannies, housecleaners, and home attendants, our families, and allies who are grounded with the conviction that dignified and respectful working conditions benefit worker and employer alike. They work to support employers improve their employment practices and collaborate with workers to change cultural norms and public policies to bring dignity and respect to domestic workers and all communities.",http://domesticemployers.org/,,https://wp.movement.vote/wp-content/uploads/HandinHand_logo-250x250.jpg,"Economic Justice, Healthcare, Immigrant Rights, Racial Justice"
IfNotNow,,"IfNotNow is a group of American Jews organizing for the freedom and dignity of all Israelis and Palestinians by ending their community’s support for Israel’s occupation, grounded in the belief that the liberation of the Jewish and Palestinian peoples is intertwined and neither can live freely while one is an occupier and the other is occupied. They are committed to building a broad movement that shifts the American Jewish public away from institutions and activities that lend social, political, and financial support to the occupation.",https://ifnotnowmovement.org/,https://secure.actblue.com/contribute/page/mvmt-us-ifnotnow-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/IfNotNow-logo-250x250.jpg,Racial Justice
Indigenous Environmental Network,,"The Indigenous Environmental Network has worked to address economic and environmental issues facing indigenous communities, both in the U.S. and globally. IEN aims to educate and empower Indigenous Peoples to address and develop strategies for the protection of all life forms using direct action and organizing campaigns. They were active in the fights against the Dakota Access and Keystone XL Pipelines.",http://www.ienearth.org/,,https://wp.movement.vote/wp-content/uploads/IndigenousEnvironmentalNetwork-logo-250x250.jpg,Climate / Environment
Indigenous People's Power Project,,"The Indigenous People’s Power Project (IP3) is a nonviolent direct action training and support network advancing Indigenous communities’ ability to exercise their inherent rights to environmental justice, cultural livelihood, and self-determination. Formed as a project of the Ruckus Society, IP3 offers NVDA training, action support, and network building customized to fit the traditions of Indigenous communities. They were critical in training water protectors to fight against DAPL.",https://ip3action.org/,,https://wp.movement.vote/wp-content/uploads/IndigPeoplesPower-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice, Voting Rights"
Indivisible,,"Indivisible started as a Google Doc, and has grown into a mass movement of local groups advocating resistance to their members of Congress. Indivisible has moved thousands of people to town halls, public events, and district offices – where folks are standing up against Trump’s agenda and demanding that their representatives do the same.",https://www.indivisibleguide.com/,https://secure.actblue.com/contribute/page/mvmt-us-indivisible-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/Indivisible-logo-250x250.jpg,
Love Army,,"A network of 123,000 members and projects in 50 states committed to loving and building a nation where everyone matters. They grow power through education, connection, and action. Cultivating leadership and common ground using digital tools and face to face connection. They’ve been supporting Puerto Rico relief efforts, voter mobilizations and holding teach-ins around Tech for Equity, Climate Justice, Building Sanctuary and more.",https://www.lovearmy.org/,,https://wp.movement.vote/wp-content/uploads/LoveArmy_logo-250x250.jpg,"Climate / Environment, Immigrant Rights, Racial Justice, Voting Rights"
March On,,"MARCH ON is a a women-led, open to all organization that employs a sophisticated political strategy to coordinate concrete actions at all levels of government through the joint efforts of millions of marchers. Through various initiatives, it’s endorsing candidates around the country, engaging voters, and strengthening affiliated groups.",https://www.wearemarchon.org,,https://wp.movement.vote/wp-content/uploads/Mo-250x250.jpeg,"Economic Justice, Immigrant Rights, Racial Justice, Voting Rights"
Mi Familia Vota,,"A civic engagement organization and champion of civil rights building Latino political power and promoting social and economic justice. This election, its focused efforts to register and mobilize new and young voters to the polls in California, Colorado, Florida, Nevada, Texas for congressional district and statewide races including those for governor and attorney general.",https://www.mifamiliavota.org/,https://secure.actblue.com/donate/mi-familia-vota-education-fund-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/MiFamiliaVota_logo-250x250.jpg,"Climate / Environment, Economic Justice, Education, Healthcare, Immigrant Rights, Voting Rights"
Mijente,,"A vibrant hub for Latinx and Chicanx organizing, Mijente combines cultural, electoral, and issue organizing to advance a broad agenda of social justice in solidarity with other oppressed communities.",http://mijente.net/,https://secure.actblue.com/contribute/page/mvmt-us-mijente-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/Mijente-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice"
